; matrix-scan  -quick -v 2 -m results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf -matrix_format transfac -i data/leaderboard/train/CHS/GABPA/THC_0866_rand-loci.fa -seq_format fasta -bgfile bg_models/equiprobable_1str.tsv -bg_pseudo 0.01 -pseudo 1 -decimals 1 -2str -return sites -uth rank_pm 1 -n score
; Quick counting mode           
; Input files
;	data/leaderboard/train/CHS/GABPA/THC_0866_rand-loci.fa
;	bg_models/equiprobable_1str.tsv
; Matrix files
;	results/leaderboard/train/CHS/GABPA/THC_0866/peak-motifs-nopurge/clustered_motifs/matrix-clusters_aligned_logos/All_concatenated_motifs_trimmed-info_0.1.tf
; Sequence format      
; Pseudo counts        
; Background model
;	file
;
;	sensitive
;	0.01
;
;	a	0.25000
;	c	0.25000
;	g	0.25000
;	t	0.25000
; Thresholds	upper
;	NA	1    
; Output columns
;	seq_id
;	ft_type
;	ft_name
;	strand
;	start
;	end
;	sequence
;	weight
#seq_id	ft_name	strand	start	end	weight
randfragment_1940_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:64639300:64639866:R	cluster_3	D	505	530	-5.5
randfragment_1941_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:90563197:90563756:D	cluster_3	R	223	248	-3.3
randfragment_1942_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:7830291:7831127:D	cluster_3	D	17	42	9.8
randfragment_1943_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:13133072:13133543:R	cluster_3	D	442	467	-1.0
randfragment_1944_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:101234756:101235179:R	cluster_3	R	42	67	0.7
randfragment_1945_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:22142857:22143388:D	cluster_3	D	462	487	5.3
randfragment_1946_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:45448622:45449304:D	cluster_3	R	35	60	-9.2
randfragment_1947_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:75221952:75222221:D	cluster_3	R	202	227	-9.9
randfragment_1948_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:99850429:99850846:R	cluster_3	D	168	193	1.4
randfragment_1949_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:148086667:148087005:D	cluster_3	R	14	39	-6.2
randfragment_1950_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:13187879:13188457:D	cluster_3	D	203	228	3.7
randfragment_1951_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:51102044:51102573:D	cluster_3	R	43	68	0.0
randfragment_1952_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NT_187420.1:291653:291943:D	cluster_3	R	62	87	-1.9
randfragment_1953_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:55035201:55035754:D	cluster_3	D	315	340	-4.9
randfragment_1954_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000014.9:35258937:35259330:R	cluster_3	R	5	30	-6.4
randfragment_1955_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:151980966:151981552:D	cluster_3	R	408	433	2.2
randfragment_1956_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:85038942:85039523:R	cluster_3	D	413	438	2.5
randfragment_1957_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000020.11:16948848:16949312:R	cluster_3	D	398	423	-7.0
randfragment_1958_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:9220810:9221313:R	cluster_3	.	0	0	-1000000.0
randfragment_1959_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:80636490:80636951:D	cluster_3	D	179	204	2.2
randfragment_1960_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:28157034:28157328:R	cluster_3	R	147	172	-4.5
randfragment_1961_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:143695692:143696263:R	cluster_3	D	484	509	0.2
randfragment_1962_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:151968081:151968658:D	cluster_3	D	104	129	-7.7
randfragment_1963_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:53922682:53923033:R	cluster_3	R	243	268	1.2
randfragment_1964_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:37129572:37130277:R	cluster_3	R	615	640	-3.8
randfragment_1965_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:88429667:88430312:R	cluster_3	D	582	607	-6.1
randfragment_1966_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:40046641:40047052:R	cluster_3	R	83	108	1.1
randfragment_1967_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:151795860:151796325:R	cluster_3	R	160	185	3.0
randfragment_1968_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:135582767:135583171:D	cluster_3	D	10	35	1.2
randfragment_1969_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:11881536:11881861:D	cluster_3	R	129	154	-11.1
randfragment_1970_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000020.11:20706302:20706608:R	cluster_3	R	75	100	-3.4
randfragment_1971_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:58660062:58660420:R	cluster_3	D	275	300	-6.6
randfragment_1972_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000019.10:33921263:33921877:R	cluster_3	R	498	523	1.7
randfragment_1973_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:32675151:32675555:R	cluster_3	D	154	179	-7.1
randfragment_1974_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:35437280:35437805:D	cluster_3	D	367	392	-6.1
randfragment_1975_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:95259424:95259859:D	cluster_3	R	182	207	0.7
randfragment_1976_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:46491477:46491884:D	cluster_3	D	167	192	10.8
randfragment_1977_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:41703500:41704367:D	cluster_3	R	806	831	7.6
randfragment_1978_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:98377313:98377790:R	cluster_3	R	440	465	2.5
randfragment_1979_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:63012689:63013214:R	cluster_3	R	222	247	0.4
randfragment_1980_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:11813766:11814078:R	cluster_3	D	233	258	-9.6
randfragment_1981_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:154407628:154407975:D	cluster_3	R	18	43	4.3
randfragment_1982_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:63245426:63245800:D	cluster_3	D	202	227	9.9
randfragment_1983_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000021.9:20106557:20106861:D	cluster_3	R	114	139	-9.1
randfragment_1984_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:171257158:171257542:D	cluster_3	D	268	293	-3.8
randfragment_1985_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:99519846:99520157:R	cluster_3	R	180	205	-4.9
randfragment_1986_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:106416066:106416565:D	cluster_3	R	194	219	-1.8
randfragment_1987_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000018.10:7664267:7664640:R	cluster_3	D	109	134	3.0
randfragment_1988_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:17518243:17518700:D	cluster_3	R	430	455	-3.0
randfragment_1989_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:77892444:77892718:R	cluster_3	D	148	173	-3.1
randfragment_1990_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:145292346:145292999:R	cluster_3	R	522	547	-0.3
randfragment_1991_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:9111165:9111475:D	cluster_3	R	49	74	-0.1
randfragment_1992_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:172967169:172967657:R	cluster_3	R	78	103	-7.4
randfragment_1993_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:5434277:5434694:R	cluster_3	.	0	0	-1000000.0
randfragment_1994_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NW_025791777.1:117160:117572:R	cluster_3	D	126	151	-0.1
randfragment_1995_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:58953701:58954151:D	cluster_3	D	368	393	-5.4
randfragment_1996_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:97776657:97777003:R	cluster_3	D	56	81	-8.2
randfragment_1997_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:1389638:1389940:D	cluster_3	D	123	148	-11.4
randfragment_1998_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:80009559:80010030:D	cluster_3	R	191	216	4.1
randfragment_1999_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000022.11:14307855:14308475:R	cluster_3	D	83	108	-5.0
randfragment_2000_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:162609143:162609708:R	cluster_3	D	207	232	-3.0
randfragment_2001_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:58833998:58834598:D	cluster_3	D	269	294	-2.8
randfragment_2002_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:124088149:124088705:R	cluster_3	R	314	339	5.1
randfragment_2003_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:184440570:184440999:D	cluster_3	R	174	199	-6.3
randfragment_2004_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:6555113:6555644:R	cluster_3	.	0	0	-1000000.0
randfragment_2005_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:103789984:103790263:R	cluster_3	R	70	95	-1.6
randfragment_2006_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:8564661:8565262:R	cluster_3	D	147	172	-0.7
randfragment_2007_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000006.12:140078764:140079406:D	cluster_3	D	599	624	-3.1
randfragment_2008_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:172350998:172351427:D	cluster_3	R	365	390	6.3
randfragment_2009_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:45491396:45491987:R	cluster_3	D	396	421	3.5
randfragment_2010_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:95304762:95305249:D	cluster_3	D	428	453	-4.0
randfragment_2011_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NT_187372.1:28424:28802:R	cluster_3	D	195	220	-0.5
randfragment_2012_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:15376297:15376699:R	cluster_3	D	199	224	-1.6
randfragment_2013_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:80398484:80398857:R	cluster_3	R	308	333	-7.3
randfragment_2014_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:90776679:90777169:D	cluster_3	R	302	327	-8.0
randfragment_2015_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:150172449:150172819:R	cluster_3	D	269	294	4.5
randfragment_2016_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:98550013:98550387:R	cluster_3	R	114	139	-4.6
randfragment_2017_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:15916507:15916822:R	cluster_3	D	280	305	-5.7
randfragment_2018_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:25937958:25938294:R	cluster_3	R	111	136	-4.5
randfragment_2019_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:46199459:46199867:D	cluster_3	D	328	353	-1.4
randfragment_2020_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000014.9:74185854:74186165:R	cluster_3	D	143	168	0.7
randfragment_2021_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:34320633:34320936:D	cluster_3	D	124	149	-1.5
randfragment_2022_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:23520059:23520497:R	cluster_3	D	129	154	2.8
randfragment_2023_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:89887951:89888404:D	cluster_3	R	17	42	-1.3
randfragment_2024_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:105973812:105974265:R	cluster_3	R	18	43	-10.4
randfragment_2025_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:193053497:193053990:R	cluster_3	D	202	227	-3.2
randfragment_2026_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:59444885:59445166:R	cluster_3	R	244	269	-7.3
randfragment_2027_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:131987065:131987339:R	cluster_3	R	24	49	-7.6
randfragment_2028_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:205211650:205212204:D	cluster_3	R	187	212	4.1
randfragment_2029_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:147652942:147653271:D	cluster_3	D	40	65	-9.8
randfragment_2030_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:123002714:123002992:D	cluster_3	D	87	112	0.6
randfragment_2031_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:32727686:32728012:D	cluster_3	R	298	323	-4.3
randfragment_2032_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:134722203:134722476:R	cluster_3	D	245	270	-12.6
randfragment_2033_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NW_003571055.2:718711:719069:D	cluster_3	D	259	284	0.1
randfragment_2034_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:17181057:17181523:R	cluster_3	D	369	394	-6.2
randfragment_2035_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:81559186:81559553:D	cluster_3	R	54	79	-6.3
randfragment_2036_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:27556050:27556419:R	cluster_3	R	111	136	1.3
randfragment_2037_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:22380137:22380705:D	cluster_3	D	273	298	2.2
randfragment_2038_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:70054453:70055063:R	cluster_3	R	429	454	0.6
randfragment_2039_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:84227669:84227953:R	cluster_3	R	210	235	-3.5
randfragment_2040_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:5587464:5587835:D	cluster_3	.	0	0	-1000000.0
randfragment_2041_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000019.10:20261952:20262346:R	cluster_3	D	147	172	-4.7
randfragment_2042_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000020.11:2363593:2364086:R	cluster_3	R	249	274	3.3
randfragment_2043_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000010.11:20083112:20083556:D	cluster_3	R	78	103	6.3
randfragment_2044_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:65758745:65759149:D	cluster_3	R	358	383	-2.8
randfragment_2045_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:123061440:123061878:D	cluster_3	R	81	106	-5.2
randfragment_2046_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000022.11:10332492:10333054:D	cluster_3	.	0	0	-1000000.0
randfragment_2047_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:140494523:140494917:R	cluster_3	.	0	0	-1000000.0
randfragment_2048_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:161168361:161168953:R	cluster_3	R	301	326	-3.2
randfragment_2049_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:29561566:29562022:R	cluster_3	R	391	416	0.1
randfragment_2050_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:62297785:62298403:R	cluster_3	R	232	257	-6.7
randfragment_2051_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:81043793:81044452:D	cluster_3	D	208	233	-4.4
randfragment_2052_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:74673954:74674417:D	cluster_3	D	402	427	4.8
randfragment_2053_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:100604527:100604866:R	cluster_3	D	62	87	-1.8
randfragment_2054_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NT_167244.2:1220757:1221078:D	cluster_3	R	101	126	-2.4
randfragment_2055_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:66249815:66250126:R	cluster_3	R	239	264	4.3
randfragment_2056_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:5769146:5769785:R	cluster_3	R	267	292	-3.4
randfragment_2057_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:139780222:139780762:R	cluster_3	.	0	0	-1000000.0
randfragment_2058_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000024.10:19797664:19798148:D	cluster_3	D	2	27	-4.0
randfragment_2059_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:29502593:29502863:R	cluster_3	R	52	77	-2.4
randfragment_2060_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:73380274:73380782:R	cluster_3	R	39	64	-1.9
randfragment_2061_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000008.11:29026355:29026719:D	cluster_3	R	7	32	2.5
randfragment_2062_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000018.10:28259495:28259991:R	cluster_3	D	250	275	-1.5
randfragment_2063_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:203309713:203310082:R	cluster_3	R	1	26	1.6
randfragment_2064_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:75555248:75555763:R	cluster_3	R	216	241	0.0
randfragment_2065_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000018.10:9481212:9481921:D	cluster_3	D	210	235	-2.3
randfragment_2066_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NW_018654717.1:3410049:3410433:D	cluster_3	R	162	187	1.3
randfragment_2067_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:79891701:79892050:D	cluster_3	R	20	45	1.5
randfragment_2068_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000018.10:39484431:39485174:R	cluster_3	R	185	210	-1.6
randfragment_2069_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:52452419:52452771:D	cluster_3	D	228	253	6.8
randfragment_2070_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:92688481:92688874:D	cluster_3	D	55	80	-2.2
randfragment_2071_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:5591518:5591897:R	cluster_3	.	0	0	-1000000.0
randfragment_2072_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:91979703:91980050:R	cluster_3	D	131	156	-4.0
randfragment_2073_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:38618486:38618789:R	cluster_3	D	195	220	-2.8
randfragment_2074_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:76835299:76835658:D	cluster_3	R	40	65	-11.7
randfragment_2075_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000018.10:49219559:49219852:D	cluster_3	R	17	42	-8.2
randfragment_2076_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:80490930:80491355:D	cluster_3	D	392	417	0.1
randfragment_2077_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:191118553:191118877:R	cluster_3	R	1	26	-1.6
randfragment_2078_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:40628228:40628543:D	cluster_3	R	104	129	4.1
randfragment_2079_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000014.9:61813704:61814166:R	cluster_3	D	319	344	-3.2
randfragment_2080_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:92267037:92267318:D	cluster_3	D	187	212	-11.3
randfragment_2081_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000013.11:61301262:61301660:D	cluster_3	R	219	244	-7.5
randfragment_2082_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:239211333:239211759:D	cluster_3	D	277	302	0.3
randfragment_2083_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:114630298:114630611:R	cluster_3	R	51	76	-3.0
randfragment_2084_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:57426796:57427261:R	cluster_3	D	291	316	1.0
randfragment_2085_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:69505835:69506377:D	cluster_3	R	507	532	-2.2
randfragment_2086_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:247808755:247809162:R	cluster_3	R	116	141	9.9
randfragment_2087_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:41271586:41271882:R	cluster_3	D	258	283	-3.1
randfragment_2088_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:98015261:98015677:R	cluster_3	R	76	101	1.0
randfragment_2089_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:29320870:29321289:D	cluster_3	R	295	320	9.0
randfragment_2090_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:15912834:15913180:D	cluster_3	D	19	44	-5.8
randfragment_2091_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NW_025791820.1:242408:242881:R	cluster_3	D	205	230	4.4
randfragment_2092_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:102372642:102373105:R	cluster_3	R	40	65	2.2
randfragment_2093_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:67807690:67808003:D	cluster_3	R	286	311	3.3
randfragment_2094_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:206355145:206355612:R	cluster_3	R	102	127	-2.9
randfragment_2095_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000017.11:25739174:25739600:D	cluster_3	D	93	118	-6.9
randfragment_2096_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:72525276:72525772:R	cluster_3	D	287	312	4.7
randfragment_2097_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:88768425:88768815:R	cluster_3	D	12	37	8.6
randfragment_2098_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:178250279:178250572:D	cluster_3	D	33	58	-6.2
randfragment_2099_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:97612535:97612891:D	cluster_3	D	256	281	-0.3
randfragment_2100_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:85883368:85883729:R	cluster_3	D	118	143	4.2
randfragment_2101_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000024.10:4479771:4480091:R	cluster_3	D	83	108	-4.0
randfragment_2102_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:93160183:93160660:R	cluster_3	R	97	122	-0.2
randfragment_2103_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000024.10:26900473:26900798:D	cluster_3	.	0	0	-1000000.0
randfragment_2104_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000023.11:55186200:55186647:D	cluster_3	D	268	293	-3.9
randfragment_2105_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000007.14:134661200:134661608:D	cluster_3	R	340	365	-2.9
randfragment_2106_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:26847516:26847936:D	cluster_3	D	12	37	0.2
randfragment_2107_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000012.12:61425896:61426344:D	cluster_3	D	115	140	-3.3
randfragment_2108_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000003.12:172314491:172314839:R	cluster_3	R	309	334	-3.0
randfragment_2109_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000017.11:63085067:63085521:R	cluster_3	R	130	155	-10.1
randfragment_2110_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:62815497:62815860:D	cluster_3	D	193	218	7.1
randfragment_2111_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:12096908:12097394:R	cluster_3	R	456	481	-1.2
randfragment_2112_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:130477557:130477932:R	cluster_3	D	229	254	7.3
randfragment_2113_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:134610327:134611045:R	cluster_3	D	41	66	-0.6
randfragment_2114_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000015.10:40724088:40724423:R	cluster_3	R	253	278	-11.3
randfragment_2115_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:5421960:5422451:D	cluster_3	D	4	29	-2.8
randfragment_2116_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:105043868:105044228:D	cluster_3	R	273	298	-6.3
randfragment_2117_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:15939290:15939664:D	cluster_3	R	284	309	4.7
randfragment_2118_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000019.10:47313462:47313985:D	cluster_3	R	3	28	4.3
randfragment_2119_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:75899824:75900306:D	cluster_3	D	158	183	-3.9
randfragment_2120_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000019.10:32699909:32700218:R	cluster_3	R	15	40	0.7
randfragment_2121_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000002.12:236423540:236423820:D	cluster_3	R	7	32	-2.5
randfragment_2122_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000001.11:134526707:134527238:R	cluster_3	.	0	0	-1000000.0
randfragment_2123_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000004.12:183915933:183916524:D	cluster_3	R	240	265	7.5
randfragment_2124_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000009.12:110900965:110901516:D	cluster_3	R	87	112	-1.5
randfragment_2125_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000016.10:68108841:68109170:D	cluster_3	R	121	146	-2.8
randfragment_2126_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:24994438:24995214:R	cluster_3	R	583	608	-2.2
randfragment_2127_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000022.11:7767879:7768809:R	cluster_3	.	0	0	-1000000.0
randfragment_2128_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000005.10:172769917:172770313:R	cluster_3	D	59	84	0.5
randfragment_2129_Homo_sapiens_GCF_000001405.40_GRCh38.p14_NC_000011.10:59390651:59391272:D	cluster_3	R	183	208	1.0
